"p_00","p_01","p_02","p_10","p_11","p_12","p_20","p_21","p_22"
0.911666828026916,0.0421042699636564,0.0462289020094273,0.172775367343038,0.822725268926816,0.00449936373014567,0,0,1
0.910615573039493,0.042578680028604,0.0468057469319025,0.174679547556206,0.820710066458249,0.00461038598554469,0,0,1
0.909566583384756,0.0430513941741081,0.0473820224411359,0.176575795021845,0.818701577993122,0.00472262698503308,0,0,1
0.908519852166417,0.0435224180848205,0.0479577297487624,0.178464137252234,0.816699780630166,0.00483608211759988,0,0,1
0.907475372511142,0.0439917574260883,0.0485328700627696,0.180344601666506,0.814704651546364,0.00495074678712958,0,0,1
0.906433137568471,0.0444594178440197,0.0491074445875094,0.182217215590967,0.812716167996678,0.00506661641235483,0,0,1
0.905393140510741,0.04492540496555,0.0496814545237091,0.184082006259407,0.810734307313784,0.00518368642680914,0,0,1
0.904355374533008,0.0453897243985079,0.0502549010684838,0.185939000813415,0.808759046907805,0.00530195227877984,0,0,1
0.903319832852973,0.04585238173168,0.050827785415347,0.187788226302693,0.806790364266046,0.00542140943126117,0,0,1
0.9022865087109,0.0463133825348773,0.0514001087542229,0.189629709685366,0.804828236952726,0.00554205336190748,0,0,1
0.901255395369544,0.0467727323589992,0.0519718722714572,0.191463477828294,0.802872642608719,0.00566387956298658,0,0,1
0.900226486114072,0.0472304367360991,0.0525430771498289,0.193289557507382,0.800923558951285,0.00578688354133333,0,0,1
0.89919977425199,0.0476865011794486,0.0531137245685615,0.195107975407884,0.798980963773812,0.00591106081830325,0,0,1
0.898175253113064,0.048140931183602,0.0536838157033343,0.196918758124718,0.797044834945555,0.00603640692972637,0,0,1
0.897152916049245,0.0485937322244607,0.0542533517262939,0.198721932162766,0.795115150411373,0.00616291742586119,0,0,1
0.896132756434598,0.0490449097593368,0.0548223338060652,0.200517523937181,0.79319188819147,0.00629058787134879,0,0,1
0.89511476766522,0.0494944692270171,0.0553907631077628,0.202305559773694,0.791275026381139,0.00641941384516708,0,0,1
0.894098943159172,0.0499424160478264,0.0559586407930021,0.204086065908914,0.789364543150501,0.00654939094058523,0,0,1
0.893085276356399,0.050388755623691,0.0565259680199105,0.20585906849063,0.787460416744251,0.00668051476511818,0,0,1
0.89207376071866,0.0508334933382016,0.0570927459431385,0.207624593578118,0.785562625481401,0.00681278094048139,0,0,1
0.891064389729453,0.0512766345566765,0.0576589757138708,0.209382667142431,0.783671147755023,0.00694618510254564,0,0,1
0.890057156893939,0.0517181846262236,0.0582246584798372,0.211133315066709,0.781785962031999,0.00708072290129202,0,0,1
0.889052055738872,0.0521581488758036,0.0587897953853239,0.212876563146468,0.779907046852765,0.00721639000076706,0,0,1
0.888049079812524,0.0525965326162914,0.0593543875711841,0.214612437089904,0.778034380831058,0.00735318207903801,0,0,1
0.887048222684612,0.0530333411405389,0.0599184361748494,0.216340962518185,0.776167942653667,0.00749109482814825,0,0,1
0.886049477946224,0.0534685797234361,0.0604819423303402,0.218062164965747,0.774307711080181,0.00763012395407284,0,0,1
0.88505283920975,0.0539022536219731,0.061044907168277,0.219776069880589,0.772453664942737,0.0077702651766742,0,0,1
0.884058300108808,0.0543343680753014,0.0616073318158908,0.221482702624565,0.770605783145777,0.007911514229658,0,0,1
0.883065854298171,0.0547649283047947,0.0621692173970344,0.223182088473677,0.768764044665794,0.00805386686052908,0,0,1
0.882075495453697,0.0551939395141102,0.0627305650321929,0.224874252618365,0.766928428551088,0.00819731883054761,0,0,1
0.881087217272257,0.0556214068892493,0.0632913758384941,0.226559220163797,0.765098913921517,0.00834186591468534,0,0,1
0.880101013471662,0.0560473355986179,0.0638516509297201,0.228237016130161,0.763275479968257,0.00848750390158199,0,0,1
0.879116877790596,0.0564717307930867,0.0644113914163168,0.229907665452949,0.76145810595355,0.0086342285935018,0,0,1
0.878134803988543,0.0568945976060517,0.0649705984054056,0.231571192983244,0.759646771210465,0.00878203580629018,0,0,1
0.877154785845713,0.0573159411534936,0.0655292730007932,0.233227623488013,0.757841455142656,0.00893092136933057,0,0,1
0.87617681716298,0.0577357665340375,0.0660874163029827,0.234876981650383,0.756042137224116,0.00908088112550137,0,0,1
0.875200891761803,0.058154078829013,0.0666450294091837,0.236519292069931,0.754248796998936,0.00923191093113302,0,0,1
0.874227003484164,0.0585708831025124,0.0672021134133232,0.238154579262965,0.75246141408107,0.00938400665596521,0,0,1
0.873255146192493,0.058986184401451,0.0677586694060557,0.239782867662807,0.750679968154089,0.00953716418310432,0,0,1
0.872285313769602,0.0593999877556247,0.0683146984747738,0.241404181620075,0.748904438970944,0.00969137940898084,0,0,1
0.871317500118612,0.0598122981777699,0.0688702017036185,0.24301854540296,0.747134806353733,0.00984664824330701,0,0,1
0.870351699162889,0.0602231206636208,0.06942518017349,0.244625983197512,0.745371050193454,0.0100029666090347,0,0,1
0.869387904845975,0.0606324601919684,0.0699796349620571,0.246226519107909,0.743613150449778,0.010160330442313,0,0,1
0.868426111131513,0.0610403217247185,0.0705335671437684,0.247820177156744,0.741861087150809,0.0103187356924469,0,0,1
0.867466312003189,0.061446710206949,0.0710869777898621,0.249406981285294,0.740114840392851,0.0104781783218545,0,0,1
0.866508501464655,0.0618516305669683,0.0716398679683765,0.250986955353802,0.738374390340172,0.0106386543060264,0,0,1
0.865552673539468,0.0622550877163721,0.0721922387441596,0.252560123141744,0.736639717224773,0.0108001596334832,0,0,1
0.864598822271019,0.0626570865501011,0.0727440911788802,0.254126508348112,0.734910801346153,0.0109626903057348,0,0,1
0.863646941722465,0.0630576319464979,0.0732954263310371,0.255686134591678,0.733187623071084,0.0111262423372384,0,0,1
0.862697025976667,0.0634567287673635,0.0738462452559698,0.257239025411271,0.731470162833371,0.011290811755358,0,0,1
0.861749069136117,0.0638543818580148,0.0743965490058683,0.258785204266047,0.72975840113363,0.0114563946003231,0,0,1
0.860803065322876,0.0642505960473403,0.0749463386297834,0.260324694535758,0.728052318539055,0.0116229869251875,0,0,1
0.859859008678507,0.0646453761478565,0.0754956151736362,0.261857519521021,0.72635189568319,0.011790584795789,0,0,1
0.858916893364007,0.0650387269557645,0.0760443796802285,0.263383702443588,0.724657113265703,0.0119591842907086,0,0,1
0.857976713559742,0.0654306532510051,0.0765926331892527,0.264903266446612,0.722967952052159,0.0121287815012298,0,0,1
0.857038463465383,0.0658211597973152,0.0771403767373015,0.26641623459491,0.721284392873791,0.0122993725312984,0,0,1
0.85610213729984,0.0662102513422826,0.0776876113578778,0.267922629875237,0.71960641662728,0.0124709534974823,0,0,1
0.855167729301193,0.0665979326174022,0.0782343380814048,0.269422475196541,0.717934004274528,0.0126435205289312,0,0,1
0.854235233726634,0.0669842083381301,0.0787805579352356,0.270915793390232,0.716267136842432,0.0128170697673367,0,0,1
0.853304644852398,0.0673690832039393,0.0793262719436628,0.272402607210443,0.714605795422665,0.0129915973668923,0,0,1
0.852375956973697,0.0677525618983742,0.0798714811279287,0.273882939334293,0.712949961171453,0.0131670994942539,0,0,1
0.85144916440466,0.0681346490891049,0.0804161865062347,0.275356812362148,0.711299615309352,0.0133435723285,0,0,1
0.850524261478267,0.0685153494279819,0.0809603890937509,0.276824248817877,0.709654739121031,0.0135210120610923,0,0,1
0.849601242546284,0.0688946675510901,0.0815040899026261,0.278285271149117,0.708015313955046,0.0136994148958361,0,0,1
0.8486801019792,0.0692726080788029,0.0820472899419971,0.279739901727529,0.70638132122363,0.0138787770488416,0,0,1
0.847760834166166,0.0696491756158357,0.0825899902179985,0.281188162849051,0.704752742402465,0.014059094748484,0,0,1
0.846843433514928,0.0700243747513,0.0831321917337721,0.282630076734163,0.703129559030471,0.0142403642353653,0,0,1
0.845927894451767,0.0703982100587563,0.0836738954894765,0.284065665528136,0.701511752709589,0.0144225817622749,0,0,1
0.845014211421436,0.0707706860962678,0.0842151024822967,0.285494951301287,0.699899305104562,0.014605743594151,0,0,1
0.844102378887093,0.0711418074064531,0.0847558137064534,0.286917956049238,0.69829219794272,0.0147898460080421,0,0,1
0.843192391330248,0.0715115785165394,0.0852960301532126,0.288334701693163,0.696690413013768,0.0149748852930684,0,0,1
0.842284243250691,0.0718800039384148,0.0858357528108947,0.289745210080044,0.695093932169572,0.0151608577503834,0,0,1
0.841377929166435,0.0722470881686811,0.0863749826648843,0.291149502982921,0.693502737323943,0.0153477596931357,0,0,1
0.840473443613654,0.0726128356887063,0.0869137206976394,0.292547602101141,0.691916810452428,0.015535587446431,0,0,1
0.839570781146624,0.0729772509646761,0.0874519678887004,0.293939529060612,0.690336133592095,0.0157243373472938,0,0,1
0.838669936337654,0.0733403384476466,0.0879897252146999,0.295325305414044,0.688760688841326,0.0159140057446296,0,0,1
0.837770903777033,0.0737021025735957,0.0885269936493715,0.296704952641208,0.687190458359605,0.0161045889991875,0,0,1
0.836873678072966,0.0740625477634747,0.0890637741635595,0.29807849214917,0.685625424367308,0.0162960834835219,0,0,1
0.835978253851513,0.0744216784232598,0.0896000677252277,0.299445945272549,0.684065569145495,0.0164884855819555,0,0,1
0.835084625756528,0.0747794989440035,0.0901358752994686,0.300807333273755,0.682510875035704,0.0166817916905419,0,0,1
0.834192788449602,0.0751360137018854,0.0906711978485129,0.302162677343235,0.680961324439738,0.0168759982170278,0,0,1
0.833302736609998,0.0754912270582635,0.0912060363317381,0.303511998599718,0.679416899819465,0.0170711015808164,0,0,1
0.832414464934598,0.0758451433597243,0.0917403917056781,0.304855318090459,0.677877583696611,0.0172670982129301,0,0,1
0.831527968137834,0.0761977669381341,0.0922742649240317,0.306192656791477,0.676343358652549,0.0174639845559734,0,0,1
0.830643240951639,0.0765491021106888,0.0928076569376722,0.307524035607799,0.674814207328104,0.0176617570640966,0,0,1
0.829760278125379,0.0768991531799644,0.0933405686946561,0.3088494753737,0.673290112423341,0.0178604122029585,0,0,1
0.828879074425801,0.0772479244339669,0.0938730011402318,0.310168996852943,0.671771056697367,0.0180599464496902,0,0,1
0.827999624636969,0.0775954201461822,0.0944049552168492,0.311482620739015,0.670257022968127,0.0182603562928586,0,0,1
0.827121923560206,0.0779416445756258,0.0949364318641679,0.312790367655369,0.668747994112201,0.0184616382324299,0,0,1
0.826245966014041,0.0782866019668923,0.0954674320190667,0.314092258155659,0.667243953064607,0.0186637887797335,0,0,1
0.825371746834143,0.0786302965502049,0.095997956615652,0.315388312723976,0.665744882818598,0.0188668044574259,0,0,1
0.824499260873269,0.0789727325414641,0.0965280065852667,0.316678551775083,0.664250766425462,0.0190706817994544,0,0,1
0.823628503001203,0.0793139141422974,0.0970575828564994,0.317962995654653,0.662761586994326,0.0192754173510217,0,0,1
0.8227594681047,0.0796538455401076,0.0975866863551925,0.319241664639497,0.661277327691953,0.0194810076685499,0,0,1
0.821892151087427,0.0799925309081215,0.0981153180044515,0.320514578937804,0.659797971742551,0.0196874493196447,0,0,1
0.821026546869908,0.0803299744054387,0.0986434787246535,0.321781758689369,0.658323502427571,0.0198947388830599,0,0,1
0.820162650389465,0.0806661801770798,0.0991711694334558,0.323043223965824,0.656853903085514,0.0201028729486624,0,0,1
0.819300456600161,0.0810011523540344,0.0996983910458047,0.324298994770871,0.655389157111733,0.0203118481173961,0,0,1
0.818439960472747,0.0813348950533093,0.100225144473944,0.325549091040513,0.65392924795824,0.0205216610012475,0,0,1
0.8175811569946,0.0816674123779762,0.100751430627424,0.326793532643277,0.652474159133513,0.0207323082232099,0,0,1
0.816724041169671,0.0819987084172197,0.101277250413109,0.328032339380451,0.651023874202299,0.0209437864172491,0,0,1
0.815868608018428,0.0823287872463841,0.101802604735188,0.329265530986305,0.649578376785427,0.0211560922282679,0,0,1
0.815014852577799,0.0826576529270216,0.102327494495179,0.33049312712832,0.648137650559608,0.0213692223120718,0,0,1
0.814162769901117,0.0829853095069388,0.102851920591945,0.331715147407415,0.646701679257251,0.021583173335334,0,0,1
0.813312355058064,0.083311761020244,0.103375883921692,0.332931611358171,0.645270446666268,0.0217979419755612,0,0,1
0.812463603134618,0.0836370114873942,0.103899385377988,0.334142538449054,0.643843936629887,0.022013524921059,0,0,1
0.811616509232994,0.0839610649152414,0.104422425851765,0.335347948082644,0.642422133046458,0.0222299188708974,0,0,1
0.810771068471593,0.0842839252970796,0.104945006231327,0.336547859595853,0.64100501986927,0.0224471205348771,0,0,1
0.809927275984945,0.0846055966126907,0.105467127402364,0.337742292260148,0.639592581106357,0.0226651266334947,0,0,1
0.809085126923655,0.084926082828391,0.105988790247954,0.338931265281774,0.638184800820316,0.0228839338979095,0,0,1
0.808244616454349,0.0852453878970772,0.106509995648574,0.340114797801975,0.636781663128116,0.0231035390699088,0,0,1
0.807405739759617,0.0855635157582723,0.107030744482111,0.341292908897211,0.635383152200914,0.0233239389018749,0,0,1
0.806568492037965,0.0858804703381713,0.107551037623863,0.342465617579381,0.633989252263868,0.0235451301567507,0,0,1
0.805732868503756,0.0861962555496868,0.108070875946557,0.343632942796038,0.632599947595955,0.0237671096080068,0,0,1
0.804898864387158,0.0865108752924943,0.108590260320347,0.34479490343061,0.631215222529782,0.0239898740396077,0,0,1
0.804066474934091,0.0868243334530779,0.109109191612831,0.345951518302614,0.629835061451407,0.0242134202459782,0,0,1
0.803235695406173,0.0871366339047746,0.109627670689052,0.347102806167875,0.628459448800154,0.024437745031971,0,0,1
0.802406521080668,0.08744778050782,0.110145698411512,0.348248785718738,0.62708836906843,0.0246628452128325,0,0,1
0.801578947250431,0.087757777109393,0.110663275640176,0.349389475584286,0.625721806801543,0.0248887176141705,0,0,1
0.800752969223858,0.0880666275436599,0.111180403232482,0.350524894330554,0.624359746597525,0.0251153590719212,0,0,1
0.799928582324832,0.0883743356318195,0.111697082043349,0.35165506046074,0.623002173106944,0.0253427664323161,0,0,1
0.79910578189267,0.0886809051821472,0.112213312925183,0.352779992415418,0.621649071032732,0.0255709365518494,0,0,1
0.798284563282073,0.0889863399900391,0.112729096727888,0.353899708572753,0.620300425130002,0.0257998662972455,0,0,1
0.797464921863071,0.0892906438380561,0.113244434298873,0.355014227248707,0.618956220205867,0.0260295525454264,0,0,1
0.796646853020975,0.0895938204959679,0.113759326483058,0.356123566697254,0.617616441119267,0.0262599921834794,0,0,1
0.79583035215632,0.0898958737207965,0.114273774122883,0.357227745110588,0.616281072780788,0.0264911821086245,0,0,1
0.795015414684821,0.0901968072568599,0.114787778058319,0.35832678061933,0.614950100152487,0.0267231192281826,0,0,1
0.794202036037314,0.0904966248358157,0.115301339126871,0.359420691292741,0.613623508247716,0.0269558004595431,0,0,1
0.793390211659709,0.0907953301767039,0.115814458163587,0.360509495138925,0.612301282130943,0.0271892227301321,0,0,1
0.792579937012939,0.0910929269859906,0.11632713600107,0.361593210105038,0.610983406917582,0.0274233829773805,0,0,1
0.791771207572909,0.0913894189576106,0.11683937346948,0.362671854077493,0.609669867773816,0.0276582781486919,0,0,1
0.790964018830445,0.0916848097730103,0.117351171396545,0.363745444882166,0.608360649916422,0.0278939052014115,0,0,1
0.790158366291241,0.0919791031011905,0.117862530607568,0.364814000284604,0.607055738612602,0.0281302611027938,0,0,1
0.789354245475815,0.0922723025987489,0.118373451925436,0.365877537990223,0.605755119179805,0.0283673428299717,0,0,1
0.788551651919453,0.0925644119099222,0.118883936170624,0.366936075644515,0.60445877698556,0.0286051473699249,0,0,1
0.787750581172163,0.092855434666629,0.119393984161208,0.36798963083325,0.603166697447301,0.0288436717194486,0,0,1
0.786951028798622,0.0931453744885112,0.119903596712867,0.369038221082679,0.601878866032199,0.0290829128851221,0,0,1
0.786152990378128,0.0934342349829762,0.120412774638895,0.370081863859734,0.600595268256988,0.0293228678832783,0,0,1
0.785356461504553,0.0937220197452392,0.120921518750208,0.371120576572228,0.5993158896878,0.0295635337399721,0,0,1
0.784561437786289,0.0940087323583638,0.121429829855347,0.372154376569056,0.598040715939994,0.0298049074909497,0,0,1
0.783767914846202,0.0942943763933047,0.121937708760494,0.373183281140396,0.596769732677985,0.0300469861816181,0,0,1
0.782975888321582,0.0945789554089481,0.12244515626947,0.374207307517905,0.595502925615081,0.0302897668670139,0,0,1
0.782185353864097,0.0948624729521538,0.122952173183749,0.375226472874915,0.594240280513312,0.0305332466117732,0,0,1
0.78139630713974,0.0951449325577955,0.123458760302465,0.376240794326636,0.592981783183264,0.0307774224901006,0,0,1
0.780608743828782,0.0954263377488022,0.123964918422415,0.377250288930348,0.591727419483913,0.0310222915857395,0,0,1
0.779822659625728,0.0957066920361991,0.124470648338073,0.378254973685598,0.590477175322461,0.0312678509919409,0,0,1
0.779038050239262,0.0959859989191479,0.12497595084159,0.379254865534397,0.589231036654169,0.0315140978114339,0,0,1
0.778254911392204,0.0962642618849876,0.125480826722809,0.380249981361411,0.587988989482194,0.0317610291563953,0,0,1
0.777473238821461,0.0965414844092748,0.125985276769265,0.381240337994158,0.586751019857422,0.0320086421484196,0,0,1
0.776693028277978,0.096817669955824,0.126489301766198,0.382225952203201,0.58551711387831,0.032256933918489,0,0,1
0.775914275526694,0.0970928219767478,0.126992902496558,0.383206840702337,0.584287257690719,0.032505901606944,0,0,1
0.775136976346491,0.0973669439124965,0.127496079741013,0.384183020148794,0.583061437487753,0.0327555423634531,0,0,1
0.774361126530148,0.0976400391918985,0.127998834277953,0.385154507143419,0.581839639509598,0.0330058533469833,0,0,1
0.773586721884296,0.0979121112321995,0.128501166883504,0.38612131823087,0.580621850043359,0.033256831725771,0,0,1
0.772813758229369,0.0981831634391024,0.129003078331528,0.387083469899805,0.579408055422903,0.0335084746772919,0,0,1
0.772042231399559,0.0984531992068065,0.129504569393635,0.388040978583071,0.578198242028697,0.0337607793882321,0,0,1
0.771272137242766,0.0987222219180469,0.130005640839187,0.388993860657896,0.576992396287646,0.0340137430544588,0,0,1
0.770503471620557,0.0989902349441338,0.130506293435309,0.389942132446071,0.575790504672938,0.0342673628809908,0,0,1
0.769736230408117,0.0992572416449913,0.131006527946891,0.390885810214143,0.574592553703887,0.03452163608197,0,0,1
0.768970409494203,0.0995232453691962,0.131506345136601,0.3918249101736,0.573398529945768,0.0347765598806316,0,0,1
0.768206004781097,0.0997882494540171,0.132005745764886,0.392759448481056,0.572208420009668,0.0350321315092762,0,0,1
0.767443012184563,0.100052257225453,0.132504730589984,0.393689441238436,0.571022210552324,0.0352883482092401,0,0,1
0.766681427633801,0.100315271998271,0.133003300367928,0.394614904493165,0.569839888275968,0.0355452072308672,0,0,1
0.7659212470714,0.100577297076046,0.133501455852554,0.395535854238346,0.568661439928174,0.0358027058334801,0,0,1
0.765162466453292,0.100838335751198,0.133999197795509,0.396452306412949,0.5674868523017,0.0360608412853516,0,0,1
0.764405081748713,0.101098391305031,0.134496526946257,0.397364276901991,0.566316112234332,0.0363196108636764,0,0,1
0.763649088940148,0.101357467007768,0.134993444052084,0.398271781536721,0.565149206608736,0.0365790118545426,0,0,1
0.762894484023297,0.101615566118594,0.135489949858108,0.399174836094798,0.563986122352299,0.0368390415529034,0,0,1
