"age","cashflow_0","cashflow_1"
40,0,1
40.0836120401338,0,0.981279020156823
40.1672240802676,0,0.964005988196949
40.2508361204013,0,0.948047502115013
40.3344481605351,0,0.933284667416241
40.4180602006689,0.910695318462371,0.919611258979869
40.5016722408027,0.88494425413467,0.906933326054812
40.5852842809365,0.861438460947379,0.895165373368368
40.6688963210702,0.839941275018724,0.884230500149229
40.752508361204,0.820245866817764,0.874059394057775
40.8361204013378,0.802170507751328,0.864589459734578
40.9197324414716,0.785554983684285,0.855764061855733
41.0033444816054,0.770257881649523,0.847531865875422
41.0869565217391,0.756154025079306,0.839846262345217
41.1705685618729,0.743132305082405,0.832559143265179
41.2541806020067,0.731093840092507,0.825539929417418
41.3377926421405,0.719950408808202,0.818776975062676
41.4214046822743,0.709623111390826,0.81225924059006
41.505016722408,0.700041222089908,0.805976255334196
41.5886287625418,0.691141202752444,0.799918091077413
41.6722408026756,0.682865852179583,0.79407532883188
41.7558528428094,0.675163570469464,0.788439019939692
41.8394648829431,0.6679877210053,0.783000658397998
41.9230769230769,0.661296075611308,0.777752155054499
42.0066889632107,0.655050330751333,0.772685813531703
42.0903010033445,0.64921568458389,0.767794307750122
42.1739130434783,0.643681254829633,0.763070660931335
42.257525083612,0.6383492282962,0.758508225869305
42.3411371237458,0.63321087563758,0.754100666492301
42.4247491638796,0.62825791815195,0.749841940696995
42.5083612040134,0.623482500334421,0.745726284339283
42.5919732441472,0.618877170854349,0.741748196166667
42.6755852842809,0.614434857959033,0.737902423712444
42.7591973244147,0.610148840116831,0.734183950062942
42.8428093645485,0.606012725606998,0.730587981437041
42.9264214046823,0.602020433473639,0.727109935521861
43.0100334448161,0.598166175741887,0.723745430512784
43.0936454849498,0.594444440802771,0.720490274809902
43.1772575250836,0.590849977880815,0.71734045732656
43.2608695652174,0.587377782505367,0.714292138368985
43.3444816053512,0.584023082912976,0.711341641048341
43.4280936454849,0.58078132727998,0.708485443166978
43.5117056856187,0.577648171859646,0.705720169637322
43.5953177257525,0.574619469762794,0.703042585268624
43.6789297658863,0.571691260466003,0.70044958798371
43.7625418060201,0.568859759964891,0.697938202416973
43.8461538461538,0.566121351527852,0.695505573869328
43.9297658862876,0.563472577009051,0.693148962597562
44.0133779264214,0.560910128682585,0.690865738417093
44.0969899665552,0.558430841562571,0.688653375598613
44.180602006689,0.556031686176578,0.687035483397797
44.2642140468227,0.553709761762206,0.685980964515152
44.3478260869565,0.551462289858292,0.684933549589732
44.4314381270903,0.549286608243645,0.683893135040409
44.5150501672241,0.547180165283348,0.682859618280168
44.5986622073579,0.545140514535589,0.681832863506797
44.6822742474916,0.543165309682034,0.680812738344681
44.7658862876254,0.541252299741435,0.67979914827255
44.8494983277592,0.539399324548533,0.678791999330174
44.933110367893,0.537604310481574,0.677791198128294
45.0167224080268,0.53586526642294,0.676796651855945
45.1003344481605,0.534180279938448,0.675808268285553
45.1839464882943,0.532971101680778,0.674825955776122
45.2675585284281,0.5322133989431,0.673849623824736
45.3511705685619,0.531460430120213,0.672879183004487
45.4347826086957,0.530712122814321,0.671914544345182
45.5183946488294,0.529968405658349,0.670955619366144
45.6020066889632,0.529229178585884,0.670002320070508
45.685618729097,0.528494344124552,0.669054558949968
45.7692307692308,0.527763836989883,0.66811224898798
45.8528428093645,0.52703759201488,0.667175303661651
45.9364548494983,0.526315544180381,0.666243636942436
46.0200668896321,0.525597628641043,0.665317163295774
46.1036789297659,0.524883780747549,0.664395797679791
46.1872909698997,0.524173936065517,0.663479455543175
46.2709030100334,0.523468030391519,0.662568052822331
46.3545150501672,0.522765999766581,0.661661505944524
46.438127090301,0.522067780456219,0.660759731814595
46.5217391304348,0.521373309022672,0.659862647857161
46.6053511705686,0.52068252230082,0.658970171986256
46.6889632107023,0.519995357404318,0.658082222596692
46.7725752508361,0.519311751730398,0.657198718555438
46.8561872909699,0.518631642963496,0.656319579193001
