"Clr","Dedr","Age","Brt","Dwt","Value","HP","Stroke","Code1"
1761417,1e+05,13,27470,39260,33400000,10970,0,2
1239326,1e+05,17,3363,5009,5.2e+07,5400,0,2
385500,125000,13,44543,22454,112280421,26400,1,3
223137,150000,10,52764,94998,21600000,12900,0,6
416021,75000,17,20053,30187,16800000,9000,0,1
400064,75000,17,20053,30187,16800000,9000,0,1
233794,50000,19,6832,5064,5e+06,4800,1,3
438946,3e+05,15,73935,130700,34200000,17940,0,6
246857,99999,20,43674,38757,5e+06,53276,0,3
412296,1e+05,4,50350,59093,5e+06,46796,0,3
344638,1e+05,27,24907,27953,5e+06,17100,0,3
18146664,1500000,7,70367,7200,2.6e+08,57424,1,8
852096,5e+05,11,5307,922,25600000,4281,1,8
315040,50000,16,4084,1442,1.3e+07,9600,1,9
1158335,50000,13,3398,2979,6850000,4080,1,2
133355,50000,13,3402,3073,6350000,4080,1,2
378512,50000,19,2249,2432,3500000,3400,1,2
1115817,175000,8,52086,96668,3.2e+07,12780,0,6
1708980,5e+05,29,70327,15521,2.4e+08,130005,1,8
1500000,150000,2,7617,9370,2500000,6093,0,2
196352,150000,17,76906,117906,2500000,13450,0,1
525184,150000,15,24900,33373,2500000,11999,0,1
228870,150000,15,24900,33373,2500000,11999,0,1
217028,150000,24,28580,59800,2500000,31999,0,2
235153,150000,24,28580,59800,2500000,31999,0,2
303777,150000,23,31515,16011,4e+07,29999,0,3
144105,1e+05,17,3875,6243,5400000,4400,1,1
320894,250000,13,20125,30402,1.5e+07,9800,0,2
369357,250000,21,26925,43052,7500000,13100,0,2
322964,250000,8,11878,17012,1.1e+07,5940,0,2
367609,250000,11,22637,40264,2e+07,10800,0,6
577283,350000,5,32744,45000,21334000,12300,0,2
423418,350000,13,27192,43759,14670000,10122,0,2
430864,1e+05,16,22309,36202,5400000,13050,0,1
396422,250000,21,129472,268038,1.2e+07,35999,0,6
276133,75000,4,11542,16900,1.5e+07,7776,0,1
152337,1e+05,14,19510,29095,1e+07,6600,1,1
344991,1e+05,18,3937,6186,3330000,3600,1,2
466282,75000,14,7845,11546,19100000,3800,1,1
202376,150000,16,21541,39270,24668000,15000,0,6
206578,1e+05,18,20885,38960,18400000,13100,0,6
436121,1e+05,18,20885,38960,18400000,13100,0,6
711937,1e+05,18,20885,38960,18400000,13100,0,6
484273,150000,7,7884,12400,3.2e+07,8158,1,6
220372,150000,14,5357,7918,8334000,6000,0,6
181097,150000,1,4425,6248,2.4e+07,4830,0,6
159993,125000,17,21057,42010,1.5e+07,11200,0,6
253043,75000,6,6262,10650,1.7e+07,5030,0,6
149872,75000,6,6262,10650,1.7e+07,5030,0,6
262734,110000,17,20381,13030,11500000,17946,1,3
505126,3e+05,5,23197,37221,6e+07,14193,0,6
1108000,3e+05,16,22587,39742,2e+07,11400,0,6
423032,3e+05,16,22587,39742,2e+07,11400,0,6
357029,3e+05,17,13088,23016,2e+07,10500,0,6
1337394,3e+05,1,23197,37300,6e+07,14193,0,6
486848,150000,10,21718,33239,16700000,8200,0,6
179530,1e+05,18,40285,88726,1.2e+07,15800,0,6
1287747,1e+05,18,37323,62180,6e+06,16880,1,1
3853744,350000,38,76049,13960,1.44e+08,40761,0,8
25970298,350000,7,50760,5589,2.08e+08,25340,1,8
1721574,350000,6,50760,4800,2.08e+08,25340,1,8
2013756,150000,3,79494,149591,38400000,22750,0,6
448250,150000,7,56020,98000,3.4e+07,13786,0,6
297198,1e+05,1,26966,46223,2.2e+07,8610,0,1
142308,75000,8,3023,3621,7600000,3520,1,7
146742,75000,17,6356,7850,8400000,3650,1,7
170251,75000,17,6808,6920,8e+06,5270,0,7
1902226,5e+05,1,76000,6300,2.84e+08,68520,1,8
685000,75000,9,43398,84040,28500000,10900,0,6
188340,75000,10,43398,84040,2.5e+07,10900,0,6
144775,75000,10,43398,83790,2.5e+07,10900,0,6
4307782,1e+05,13,43733,83970,1.9e+07,10900,0,6
234475,1e+05,8,17018,29999,14500000,6662,0,6
590740,1e+05,14,18011,30674,8e+06,8160,0,1
168603,1e+05,15,16861,28215,7e+06,8640,0,1
1106641,1e+05,4,56248,55242,5e+06,56093,0,3
271025,1e+05,16,33405,35890,5e+06,23800,0,3
287282,1e+05,21,51982,49730,5e+06,26640,0,3
184629,1e+05,15,23790,29930,5e+06,14890,0,3
445179,1e+05,19,28362,23678,5e+06,30150,0,3
172461,1e+05,3,51931,51700,5e+06,43465,0,3
326435,1e+05,10,50235,59367,5e+06,36000,0,3
156019,1e+05,22,43674,38757,5e+06,53280,0,3
149934,1e+05,19,19636,18250,5e+06,18345,0,3
134931,1e+05,27,24907,27978,3430000,17100,0,3
100062,50000,17,4084,1442,1.3e+07,9600,1,9
250000,75000,9,7946,12178,19600000,7586,0,7
776082,175000,4,81589,161425,25550000,19339,0,1
451336,41500,17,1924,2972,1e+07,6960,1,9
366810,150000,29,33221,49858,2500000,26000,0,2
211143,150000,15,37464,40881,2500000,26000,0,2
412521,150000,15,37464,40881,2500000,26000,0,2
203501,150000,11,2854,4871,2500000,2300,0,2
319408,150000,24,28487,46892,2500000,31999,0,2
189540,150000,24,28487,46892,2500000,31999,0,2
207774,150000,25,28580,41578,2500000,31999,0,2
194578,150000,25,28580,41578,2500000,31999,0,2
667280,150000,25,28580,41578,2500000,31999,0,2
1282854,150000,25,28580,41578,2500000,31999,0,2
5722474,5e+05,16,30767,42149,33400000,11655,0,1
338670,150000,22,30987,44926,4e+06,16800,0,1
291564,150000,18,33236,12969,9500000,11200,0,2
224720,150000,18,33236,12969,9500000,11200,0,2
410000,150000,4,56164,21423,3.6e+07,17470,0,2
1487533,2e+05,25,71822,50746,3e+07,30399,0,7
595757,150000,0,57757,21300,3.9e+07,21127,0,2
3e+05,150000,11,52422,23096,2.4e+07,12840,0,2
171209,1e+05,16,7724,10310,9400000,5910,0,7
5596154,350000,0,78200,7200,2.8e+08,68928,1,8
164807,53750,21,9878,12350,3e+06,6362,1,2
157231,75000,1,30415,46094,4.4e+07,9180,0,6
177423,75000,1,30415,46094,4.4e+07,9180,0,6
147463,1e+05,7,7944,11054,1.9e+07,14592,1,2
1228645,1e+05,15,9092,8900,1.9e+07,7680,0,2
244900,90000,18,2323,2530,6500000,2450,1,7
525505,90000,25,2077,2035,3e+06,2400,1,7
136180,90000,7,2223,2004,9e+06,1998,1,7
618454,90000,1,6000,5000,2.5e+07,6118,1,7
4790392,1500000,12,47262,6405,1.8e+08,31962,0,8
6812780,1500000,18,22919,6654,8.8e+07,26600,0,8
1552059,5e+05,30,70327,15521,2.4e+08,130005,1,8
744628,5e+05,36,30340,9000,3.6e+07,43999,0,8
744628,5e+05,36,30340,9000,3.6e+07,43999,0,8
265670,50000,1,23500,30600,26700000,24390,0,3
82230,50000,2,23500,30600,26700000,24390,0,3
282560,50000,2,23500,30600,26700000,24390,0,3
232360,50000,2,23500,38872,26700000,24390,0,3
582500,50000,5,15908,26481,2.5e+07,17674,0,3
82700,50000,5,15908,26481,2.5e+07,18109,0,3
166506,50000,6,14961,23178,18340000,15131,0,3
178500,50000,14,10524,14180,8e+06,10200,1,3
373524,3e+05,0,23206,37395,6e+07,14151,0,6
284393,1e+05,24,39770,48772,13800000,23200,0,7
180592,1e+05,24,39770,48772,13800000,23200,0,7
464806,2e+05,23,34728,61564,3.2e+07,16000,1,1
8871006,250000,5,6300,10400,21500000,15515,0,2
2130007,175000,17,70814,135160,1.4e+07,16099,0,1
423199,275000,3,161287,296230,5.6e+07,27992,0,6
404165,2e+05,23,139019,283861,9800000,31999,0,6
272808,150000,7,10842,12888,23250000,13595,0,2
195625,17500,17,290,1000,4e+06,3000,0,9
55903,17500,18,284,1200,3600000,1800,0,9
68105,17500,19,1398,1939,4720000,7040,1,9
58450,17500,24,1316,1300,5440000,8000,1,9
61647,17500,17,958,1148,5280000,4400,1,9
257619,17500,23,1329,1930,4080000,4200,1,9
210430,17500,17,1128,1232,1500000,6526,1,9
659191,150000,6,8665,11900,14250000,16994,1,2
3e+05,150000,7,19595,15593,2.4e+07,19033,0,3
201200,150000,6,8665,11900,14250000,16994,1,2
258515,150000,3,79494,149775,3.8e+07,22758,0,6
206249,75000,23,3913,6433,4400000,4000,1,6
205772,1e+05,17,33405,37581,13965000,23800,0,3
537090,1e+05,22,51982,49730,10073000,26640,0,3
270227,1e+05,16,23790,29730,11319000,14890,0,3
300860,1e+05,23,11217,14055,2471000,9300,1,3
303501,1e+05,23,44150,39710,9359000,32000,0,3
185684,1e+05,23,44150,39710,9359000,32000,0,3
251490,1e+05,23,44150,39710,9359000,32000,0,3
301490,1e+05,23,44150,39710,9359000,32000,0,3
130228,1e+05,22,22635,23756,3773000,20107,0,3
1118925,1e+05,28,24907,27905,3430000,17100,0,3
527962,1e+05,28,24907,27905,3430000,17100,0,3
162007,1e+05,25,71176,141330,3e+07,26100,0,6
249706,150000,2,22415,36752,6.4e+07,14193,0,6
812130,150000,20,23194,37532,21334000,15600,1,6
519571,250000,5,34364,46220,2.6e+07,14076,0,2
225395,65000,16,5632,6433,8e+06,5438,1,2
419033,150000,13,69321,128772,4.4e+07,22640,0,6
350787,140000,4,47027,54155,51100000,18300,0,7
254098,84500,18,29240,30466,16100000,13598,0,7
320000,84500,18,29240,30466,16100000,13598,0,7
94818,50000,9,3393,4320,6650000,3300,0,7
213022,1e+05,17,52509,84656,9600000,19080,0,6
203141,150000,13,23306,34752,1.4e+07,13134,0,1
282571,150000,14,17814,29531,1.2e+07,9500,0,1
148444,41500,17,1972,2350,9e+06,12240,1,9
176617,41500,9,2285,1897,1.6e+07,13204,1,9
282600,150000,5,56164,21423,3.6e+07,17470,0,2
355480,1e+05,18,45777,83077,8000040,15400,0,1
3862467,1e+05,13,52524,99335,13333400,19080,0,6
1785831,350000,12,34242,5186,1.44e+08,28956,1,8
253445,75000,11,43398,83790,2e+07,10900,0,6
194575,1e+05,12,43406,59999,2.1e+07,10900,0,6
356150,1e+05,12,43406,59999,2.1e+07,10900,0,6
307973,1e+05,14,43733,83970,1.9e+07,10900,0,6
113175,75000,13,43733,83970,17150000,10900,0,6
1458025,3e+05,1,71370,126650,7.2e+07,27218,0,6
1855431,3e+05,22,63248,125690,1e+07,23900,0,6
473964,125000,9,52664,97002,24818500,12240,0,6
96800,50000,6,15908,26481,2.5e+07,18109,0,3
293914,250000,16,27962,43952,33400000,8600,0,2
275000,50000,21,25846,38618,12500000,13100,0,2
236447,1e+05,18,5241,8214,4e+06,3900,0,2
383819,250000,3,63515,109933,53400000,19100,0,1
132540,75000,15,7845,11546,19100000,3800,1,1
155925,75000,5,11542,16900,1.5e+07,7776,0,1
534212,75000,5,11542,16900,1.5e+07,7776,0,1
384525,150000,25,17527,16397,4e+07,29999,0,3
910402,150000,25,31515,16011,4e+07,29999,0,3
127218,90000,10,4086,4811,1.2e+07,4500,1,7
137060,90000,10,4086,4828,1.2e+07,4500,1,7
198299,90000,11,3901,3231,5e+06,3190,0,7
226442,150000,12,59289,106664,30700000,13812,0,6
655695,150000,12,59289,106667,14700000,13820,0,6
309752,1e+05,17,19349,24456,23350000,9250,0,6
2434006,1500000,2,70367,7180,2.84e+08,64602,1,8
807500,2e+05,12,37845,6150,1.44e+08,28712,1,8
356353,2e+05,12,37845,6150,1.44e+08,28712,1,8
354151,1e+05,15,4260,450,20800000,4800,1,8
141283,75000,16,22361,38313,9600000,7200,0,1
554395,2e+05,2,23197,37300,6e+07,14193,0,6
279034,2e+05,3,23197,37300,6e+07,14193,0,6
463173,2e+05,21,19301,35210,2e+07,11200,0,6
250257,2e+05,24,16595,28025,1.6e+07,17400,0,6
498343,1e+05,0,66526,67900,68250000,74637,0,3
565871,1e+05,4,63153,122292,35200000,13700,0,1
250000,125000,2,5902,350,37140000,39152,1,4
757000,125000,2,5902,350,37140000,39152,1,4
220513,125000,2,5902,350,37140000,39152,1,4
1650590,164500,8,28833,4000,45500000,28712,1,5
399847,164500,8,28833,4000,45500000,28712,1,5
1227369,5e+05,2,77441,8165,2.8e+08,62648,1,8
229933,125000,19,31926,58327,15400000,14400,0,6
364373,85000,14,39892,43567,18891666,31480,0,3
778888,85000,14,39892,43567,18891666,31480,0,3
337116,1e+05,2,28400,46500,17851000,10480,0,6
270800,1e+05,8,21941,39110,8751000,6715,0,1
144868,1e+05,8,21941,39110,8751000,6715,0,1
214808,1e+05,10,76992,146244,4.2e+07,14085,0,6
614348,1e+05,11,52512,94995,3.5e+07,12240,0,6
633543,275000,6,153483,280000,21550104,31920,0,6
460000,2e+05,19,36360,69172,34550000,17120,1,1
235000,2e+05,41,16284,32412,1.2e+07,9349,0,1
450000,2e+05,48,11949,25345,10780000,7699,0,1
253594,1e+05,35,296,454,1120000,3280,0,9
396593,275000,4,161178,296230,5.6e+07,27992,0,6
8731401,2500000,16,37460,40881,2e+07,33580,0,3
607493,75000,0,14400,21823,27500000,10686,0,6
467954,75000,0,14400,21871,2.8e+07,10710,0,6
471904,1e+05,22,26383,33869,4500000,33050,0,3
400975,1e+05,25,40594,30866,16500000,31800,0,3
136245,50000,6,18859,25431,25500000,13189,0,3
558000,150000,16,6930,11073,6e+06,4050,0,2
209493,150000,25,25673,46312,3.2e+07,10400,0,6
57094,25000,18,288,1219,4e+06,2250,1,9
244344,99999,17,627,1200,2e+06,1700,1,9
65635,25000,2,1039,2108,7200000,4200,1,9
80015,25000,17,701,1200,4e+06,3000,0,9
79475,25000,23,299,1000,3200000,1700,1,9
57000,25000,17,880,1000,4800000,7000,1,9
156829,25000,25,1342,1202,4480000,7040,1,9
377355,25000,26,1384,1082,4880000,7200,1,9
72243,25000,25,1316,1300,5440000,8000,1,9
325503,25000,27,933,1288,2800000,6160,1,9
63401,25000,25,1186,745,8240000,7000,1,9
517865,25000,23,1030,1116,5200000,7040,1,9
196875,25000,24,1329,1930,4080000,4200,1,9
235396,1e+05,13,40439,40744,26200000,23690,0,3
186748,150000,8,13049,13930,18750000,20338,0,2
3e+05,1e+05,13,7955,13749,12800000,3500,0,6
214263,1e+05,13,7955,13749,12800000,3500,0,6
326956,1e+05,11,35958,42976,26800000,28350,0,3
2914599,150000,14,17191,30052,1.4e+07,10876,0,1
403000,150000,14,23306,34752,1.4e+07,13134,0,1
325536,65000,10,75675,150159,1.8e+07,14199,0,1
1687617,45000,1,23740,35775,2.4e+07,10710,0,6
506320,1e+05,3,80000,45000,2.2e+07,10130,0,1
463341,1e+05,4,25100,39200,19500000,9503,0,1
857263,1e+05,9,41189,74868,2.3e+07,10900,0,1
149710,1e+05,10,80000,136517,33600000,22758,0,6
232750,1e+05,14,25865,43549,11200000,9680,0,1
193720,75000,19,6808,6920,8e+06,5270,0,7
212247,75000,19,6808,6920,8e+06,5270,0,7
205048,75000,19,6808,6920,8e+06,5270,0,7
9e+05,4e+05,5,160348,310653,47340000,28000,0,6
422701,150000,11,7922,12616,1.6e+07,8158,1,6
191401,150000,18,22772,39270,24668000,15000,0,6
441857,150000,18,22772,39270,24668000,15000,0,6
181546,150000,21,23194,37532,21334000,15600,1,6
2220079,125000,9,66671,123665,6.5e+07,20023,0,6
369564,1e+05,15,52862,94752,16000080,14700,0,6
403330,1e+05,16,52629,94706,14666740,14700,0,6
334380,1e+05,2,62619,113269,31490000,16400,0,6
232801,1e+05,13,42447,12763,1.5e+07,14400,0,2
1452777,5e+05,3,65167,99304,1.2e+08,23400,1,4
1312964,5e+05,3,65167,99304,1.2e+08,23400,1,4
1259526,3e+05,3,72132,126741,7.2e+07,27218,0,6
148682,50000,6,7249,7278,8e+06,6933,0,2
145290,50000,7,7249,7276,8e+06,6933,0,2
134895,99999,3,53324,63654,10130000,47447,0,3
310463,1e+05,17,9092,8900,1.3e+07,7680,0,2
122744,90000,9,6322,5140,1e+07,3147,0,7
151927,50000,9,24731,44646,1.9e+07,9517,0,6
110845,50000,11,36573,69637,1.3e+07,12106,0,1
192575,50000,2,28909,45457,2.7e+07,10500,0,6
557340,150000,13,59289,106667,14800000,13820,0,6
332819,150000,12,52787,95983,19400000,15480,0,6
425321,150000,12,52515,97087,19400000,13800,0,6
171950,1e+05,9,52507,97119,25400000,12240,0,6
560796,1e+05,14,52764,98214,16700000,12900,0,6
421249,53750,23,9878,12350,3e+06,6362,1,2
384155,250000,10,11878,17012,1e+07,5940,0,2
3998383,5e+05,11,48563,5344,1.84e+08,22024,1,8
750000,5e+05,11,48563,5344,1.84e+08,22024,1,8
1245380,5e+05,5,76522,6500,2.84e+08,42824,1,8
1087494,112500,9,29506,45425,3e+07,8280,0,6
337753,137500,8,39265,66895,3.5e+07,9750,0,6
100830,41500,10,2285,1897,1.6e+07,13204,1,9
203662,41500,19,1924,2972,8e+06,6960,1,9
1028651,1e+05,23,10493,5717,2.4e+07,6420,1,9
252000,150000,5,163882,300361,54400000,30240,0,6
1850000,150000,5,163500,299450,54400000,30240,0,6
605921,2e+05,20,19639,33695,2.5e+07,13100,0,6
275595,150000,15,40005,43567,16666667,31480,0,3
594710,1e+05,20,44887,75470,7333333,16533,0,1
134434,75000,18,35911,63883,5600000,12600,0,1
356730,150000,12,58086,106679,24800000,14341,0,6
1609116,5e+05,3,83338,8452,3.2e+08,78400,1,8
207268,150000,11,77931,142031,3.3e+07,18157,0,6
374999,99999,19,6409,6700,4.4e+07,5199,1,9
147561,40000,1,3485,2964,38200000,19224,1,9
120704,40000,1,3485,2964,38200000,19224,1,9
362144,41500,10,2287,1848,1.6e+07,13204,1,9
160278,75000,14,27417,47665,1.1e+07,9230,0,1
713305,1e+05,23,16680,18606,8e+06,17400,0,3
846344,1e+05,22,16289,18381,8400000,17400,0,3
650838,1e+05,5,33735,34330,41973000,28455,0,3
301567,1e+05,24,22228,20270,3500000,22185,1,3
375000,1e+05,14,39132,44966,19500000,25500,0,3
267061,1e+05,14,39132,44966,19500000,25500,0,3
138266,1e+05,17,57255,51648,33400000,23791,0,3
1200000,1e+05,16,58438,44988,33400000,23791,0,3
213073,1e+05,16,58438,44988,33400000,23791,0,3
1086850,125000,14,39131,63765,1.8e+07,13440,0,6
2313257,125000,10,24731,44646,1.9e+07,9598,0,6
290645,105000,9,43635,59421,5e+07,15702,0,7
505000,105000,9,81135,141861,4.2e+07,18850,0,6
218703,150000,9,81135,141861,28400000,18850,0,6
386088,50000,24,11290,16420,1.2e+07,16028,1,6
213490,65000,15,28292,48200,12500000,11555,0,6
191766,50000,25,11290,16420,8e+06,15604,1,6
108392,51612,6,36615,69045,3750000,10500,0,1
576845,350000,36,22080,5180,5.6e+07,21000,0,8
172561,1e+05,16,19763,2813,23500000,16960,0,5
277651,1e+05,13,3264,285,10400000,4540,1,8
256844,150000,13,9975,800,5.6e+07,9898,1,8
938561,5e+05,38,30340,9000,3.6e+07,43999,0,8
89000,50000,17,9092,11757,9787500,7680,0,2
230942,40000,5,7405,9696,1.2e+07,9992,1,2
481542,40000,5,7405,9696,1.2e+07,9992,1,2
1388360,40000,4,7451,10814,1.2e+07,9992,1,2
333584,150000,19,77704,134089,2.6e+07,21000,0,6
4329315,150000,20,37904,59999,10500000,16200,0,6
205842,160000,28,15380,25300,3e+06,12000,0,6
251191,150000,19,15259,26300,6e+06,11225,0,6
452798,1e+05,10,48508,50792,38115000,35361,0,3
160000,1e+05,28,41814,32713,5642000,29610,0,3
280513,1e+05,30,24907,27905,3171000,17100,0,3
228783,1e+05,20,31207,30684,10976000,29026,0,3
141204,1e+05,23,51982,49730,10073000,26640,0,3
245171,1e+05,23,51982,49730,10073000,26640,0,3
358624,1e+05,12,50538,59285,3.5e+07,36000,0,3
185169,1e+05,23,43704,38642,9450000,53280,0,3
594796,1e+05,5,5544,6850,13017214,7178,1,3
88512,50000,3,7606,5656,1.8e+07,10060,1,3
115398,75000,7,18094,29815,12700000,11393,0,6
639151,1e+05,9,84488,159719,24500000,18270,0,6
249343,99999,17,12811,17330,6500000,9095,0,2
144660,99999,17,12811,17330,6500000,9095,0,2
258004,99999,17,12811,17330,6500000,9095,0,2
110875,50000,28,11909,6330,3400000,10500,1,3
203064,50000,28,11909,6330,3400000,10500,1,3
3062928,3e+05,21,189417,404531,4e+07,44999,0,6
73494,40000,18,23144,37994,9e+06,10500,0,1
241834,40000,18,23144,37994,9e+06,10500,0,1
321321,175000,16,45278,76273,14400000,15200,0,1
375000,125000,5,26218,40584,24480000,11298,0,6
136530,1e+05,15,43733,83970,1.9e+07,10900,0,6
365327,70000,18,41010,75524,11700000,17960,0,1
108593,70000,6,39422,75460,2.6e+07,14709,0,1
1195133,50000,0,90280,8500,3.84e+08,78851,0,8
156207,125000,10,58078,111777,2.7e+07,14341,0,6
490728,125000,17,29919,55289,11500000,13687,0,6
191371,1e+05,6,21142,28840,13920000,10805,0,6
440406,1e+05,6,21142,28840,13920000,10805,0,6
285450,45000,6,16803,22900,9400000,18109,0,3
518028,1e+05,25,13173,17770,2400000,10600,0,6
618156,65000,1,66289,67500,2.6e+07,63450,0,3
2739955,125000,16,44543,22454,89559205,26400,1,3
648400,125000,16,44543,22454,90031966,26400,1,3
486450,85000,22,14023,19775,7e+06,12400,0,2
226470,85000,14,23761,34380,1.3e+07,14071,0,3
1389458,1e+05,1,56076,106562,3e+07,16314,0,6
2639992,75000,0,13753,22377,33334000,9699,0,6
149000,75000,0,13753,22377,33334000,9699,0,6
164643,1e+05,20,22943,37350,7e+06,11700,1,6
292860,125000,14,45057,69999,23500000,12853,0,6
181008,125000,14,45057,69999,23500000,12853,0,6
2071872,4e+05,17,44348,4661,1.04e+08,31540,1,8
2502459,5e+05,6,77441,8293,2.8e+08,62648,1,8
526352,4e+05,17,46087,6135,9.6e+07,29499,0,8
99955,50000,4,23896,30291,26700000,24390,0,3
197261,50000,4,23896,30291,26700000,24390,0,3
149782,1e+05,25,17561,28025,10880000,17400,0,6
203000,1e+05,19,13088,23016,13600000,9560,0,6
2e+05,1e+05,19,14627,23016,13600000,10500,0,6
150000,1e+05,16,15114,15114,10200000,7000,0,6
147600,45000,1,25630,33650,8e+06,26918,0,3
334010,50000,3,23401,31916,23400000,16967,0,2
367125,150000,0,38900,72700,2.4e+07,10284,0,1
588914,150000,12,36781,69406,1.2e+07,9329,0,1
171710,65000,18,6136,6666,5e+06,7890,0,2
830105,1e+05,17,24643,41502,8800000,7160,0,1
231905,65000,19,5122,6434,3600000,7000,0,2
1920000,150000,19,37238,44153,1.8e+07,47000,0,3
110853,47500,18,1615,1983,5e+06,12236,1,9
91517,50000,24,19387,37681,1926000,11398,0,1
257065,1e+05,17,49326,44013,36600000,32940,0,2
971523,1e+05,23,47089,17316,26700000,20500,0,2
139500,1e+05,23,47089,17316,26700000,20500,0,2
198800,1e+05,18,27440,10599,8800000,12000,1,2
209770,1e+05,22,40542,35098,10500000,27900,0,2
333370,250000,16,27470,39260,33400000,10970,0,1
247016,1e+05,20,4668,7500,6e+06,4400,1,1
1199548,1e+05,21,89421,129017,43333550,40999,0,1
645704,1e+05,20,33767,68139,12666730,15800,0,6
349365,1e+05,2,76836,127466,64000320,22280,0,6
311406,80000,11,28933,44999,16800000,13527,0,6
1790375,1e+05,19,32157,58624,7200000,14400,0,6
2250081,1e+05,20,50764,87325,8e+06,15800,0,6
236978,75000,19,36284,64584,1e+07,15200,0,1
219508,75000,19,36284,64584,1e+07,15200,0,1
878567,250000,12,72120,126352,35400000,27190,0,6
1031873,4e+05,17,49130,63296,2.3e+07,17000,0,7
592153,4e+05,19,43849,55303,19500000,23447,0,7
332670,2e+05,27,33535,41256,8e+06,18000,0,7
540268,2e+05,22,34577,43386,13500000,19924,0,7
279585,2e+05,19,8661,11665,8e+06,7590,0,7
211276,75000,25,8182,13114,4e+06,8483,0,6
238296,75000,25,8182,13114,4e+06,8483,0,6
1356710,5e+05,8,160299,306474,5.5e+07,31050,0,6
128531,50000,2,38888,74002,24984000,12000,0,1
477655,50000,17,3719,2751,1e+07,14193,0,9
161288,125000,8,53315,90679,3.2e+07,13500,0,6
616037,130000,5,80637,147916,6e+07,20940,0,6
880312,75000,1,28246,46270,3.7e+07,10150,0,6
1909193,75000,1,28246,46270,3.7e+07,10150,0,6
1279359,75000,1,28246,46100,3.7e+07,10150,0,6
185298,75000,9,25877,45691,19500000,8900,0,6
2e+05,150000,10,19595,15646,22500000,19040,0,3
1041482,1e+05,11,52594,97112,3e+07,12240,0,6
967825,135000,21,53870,91442,1.6e+07,18000,1,6
895157,135000,22,52853,88369,1.5e+07,20500,0,6
230347,135000,21,49827,87158,1.1e+07,15960,0,6
280097,75000,18,15850,26384,3850000,7200,0,1
280097,75000,18,15850,26384,3850000,7200,0,1
150000,1e+05,2,37237,12778,29600000,15036,0,2
234776,1e+05,2,37237,12778,29600000,15036,0,2
187536,1e+05,12,39043,14780,14400000,7915,0,2
298527,175000,14,82975,148982,1.4e+07,23030,0,1
857140,250000,2,163346,305839,6.3e+07,31190,0,6
86604,50000,9,29369,46908,2.4e+07,12170,0,1
490132,3e+05,0,65878,91676,1e+08,16314,0,4
240787,125000,11,41173,68178,2.5e+07,16309,0,1
2e+05,1e+05,12,19719,29171,21700000,14194,0,7
800019,50000,3,2998,3183,7e+06,2945,0,7
110000,50000,11,3478,3983,3850000,3899,0,7
350000,250000,2,157833,299167,60200000,34624,0,6
4e+05,250000,2,163346,305000,6.3e+07,31190,0,6
675421,3e+05,7,153483,289365,44365610,31920,0,6
97057,35000,17,1851,2013,1.2e+07,11130,1,9
118465,35000,18,2526,3366,1.2e+07,6120,1,9
184405,75000,15,17142,26943,7200000,7171,0,1
280000,1e+05,0,29986,53000,18240000,11640,0,1
84122,35000,19,9909,13193,5340000,7480,0,3
358694,45000,7,14366,20275,9350000,16559,0,3
204480,45000,4,24053,28351,14670000,16380,0,3
138600,45000,5,16200,22420,1.4e+07,18109,0,3
627500,45000,5,16200,22420,1.4e+07,18109,0,3
78200,45000,5,16200,22420,1.4e+07,18109,0,3
85000,45000,8,30526,34082,1.6e+07,23411,0,3
98380,45000,8,30526,34082,1.6e+07,23411,0,3
525000,1e+05,3,157976,311189,60266000,31920,0,6
7e+05,5e+05,11,153413,285872,24800000,31888,0,6
1053053,1e+05,9,149945,284480,33866000,22418,0,6
269785,1e+05,10,89004,169146,2.6e+07,20941,0,1
779224,1e+05,10,149945,282057,3.2e+07,19509,0,6
4733061,1e+05,8,147580,260619,28534000,24252,0,6
133468,1e+05,2,39714,75200,14174000,12590,0,1
193144,75000,21,22943,37405,7200000,11700,1,6
458878,1e+05,18,54537,91821,1e+07,19700,0,6
565734,1e+05,18,54537,91821,1e+07,19700,0,6
160834,125000,23,49648,87926,5e+06,16800,0,6
515525,1e+05,12,50570,88825,1.4e+07,15190,0,6
350100,150000,19,26450,46122,8e+06,13600,0,6
448819,2e+05,21,51932,86648,9e+06,13900,0,6
418530,2e+05,20,51967,86417,9e+06,13514,1,6
959027,2e+05,17,60098,84500,1.5e+07,16180,0,6
554975,2e+05,17,60098,84500,1.5e+07,16180,0,6
349891,75000,11,24606,42263,1e+07,11388,0,1
201141,125000,24,21047,31921,1e+07,11600,0,1
122050,50000,7,20842,28550,29625000,15519,0,3
1e+05,50000,7,18859,25368,25500000,13189,0,3
296624,250000,8,156539,299994,33600000,31920,0,6
232013,150000,6,77211,150903,13500000,16500,0,1
370176,1e+05,14,28805,45295,1e+07,10230,0,1
778456,150000,20,29763,41819,16060000,14000,0,6
123116,25000,20,292,1200,1600000,3900,0,9
85974,25000,19,299,1200,1096000,2250,1,9
181625,25000,3,1039,2108,7600000,4200,1,9
87042,25000,18,1252,1433,4320000,8620,1,9
60343,25000,26,1316,1300,5440000,8000,1,9
144422,25000,18,742,720,4560000,4200,1,9
199411,25000,22,260,814,2160000,3900,0,9
271476,25000,21,1608,2015,11520000,10560,1,9
96632,25000,25,2019,2215,7120000,4200,1,9
